date,regime,prob_RANGING,prob_TREND,prob_HIGH_VOL
2020-01-08,RANGING,0.9999843750740346,7.333217857702391e-06,8.291707733907452e-06
2020-01-09,RANGING,0.999983061128424,6.761611871326944e-06,1.0177258797415553e-05
2020-01-10,RANGING,0.9999862116788056,5.767776559384395e-06,8.020545027948843e-06
2020-01-13,RANGING,0.9999881421620566,5.061784195569486e-06,6.796053754021255e-06
2020-01-14,RANGING,0.9999912373225134,3.316495979734919e-06,5.446180642260595e-06
2020-01-15,RANGING,0.9999896749765028,3.3709657164266464e-06,6.954058266092207e-06
2020-01-16,RANGING,0.9999907369175816,3.1402789295216837e-06,6.122803000391735e-06
2020-01-17,RANGING,0.9999893795211482,2.762894301611651e-06,7.857584125023524e-06
2020-01-20,RANGING,0.9999814891274377,4.69039261256502e-06,1.3820480401670387e-05
2020-01-21,RANGING,0.9999840543112306,4.345476348668579e-06,1.1600212445285502e-05
2020-01-22,RANGING,0.9999825043380781,4.751886315346793e-06,1.274377506558172e-05
2020-01-23,RANGING,0.9999853102496057,2.804290048210332e-06,1.1885461172954726e-05
2020-01-24,RANGING,0.9999884796406726,3.1432209783847824e-06,8.377137744988689e-06
2020-01-27,RANGING,0.9999857735395083,6.525899820326311e-06,7.700561401238798e-06
2020-01-28,RANGING,0.9999857302572722,7.673981784872804e-06,6.595760731137178e-06
2020-01-29,RANGING,0.9999865618586026,8.075884146598877e-06,5.3622570023193034e-06
2020-01-30,RANGING,0.9999849271051985,9.851447619781052e-06,5.221446761122097e-06
2020-01-31,RANGING,0.999970669065957,1.1520892982641978e-05,1.781004027907504e-05
2020-02-03,RANGING,0.9999753143283824,8.219708770334157e-06,1.6465963451520393e-05
2020-02-04,RANGING,0.9999876495438521,6.0573448418769204e-06,6.2931119253118495e-06
2020-02-05,RANGING,0.9999878825790095,5.97415257552959e-06,6.1432677189171225e-06
2020-02-06,RANGING,0.9999829965190168,8.361778977011832e-06,8.64170139016026e-06
2020-02-07,RANGING,0.9999833908456454,1.235692066766111e-05,4.252234076516949e-06
2020-02-10,RANGING,0.9998365628857822,0.0001569339186183834,6.503194805486723e-06
2020-02-11,RANGING,0.9969570780438338,0.00302776076221566,1.5161193415877765e-05
2020-02-12,RANGING,0.96220284399939,0.037723876569333,7.327943147990657e-05
2020-02-13,RANGING,0.7279095415252793,0.27175104418593593,0.00033941428912978496
2020-02-14,TREND,0.3448807325193992,0.6549437339802054,0.00017553350063573915
2020-02-17,TREND,0.059711999731579785,0.9402246363778494,6.336389130602386e-05
2020-02-18,TREND,0.0015077370547745255,0.9984848219103618,7.441034947642474e-06
2020-02-19,TREND,8.890048346778456e-06,0.9999902939287418,8.16022185283748e-07
2020-02-20,TREND,2.569329890678726e-07,0.9999994806895741,2.6237821991480495e-07
2020-02-21,TREND,8.852867403689875e-08,0.9999991997977777,7.116736950149564e-07
2020-02-24,TREND,1.3893452393877907e-07,0.9999993000603984,5.610047041913049e-07
2020-02-25,TREND,4.110340692343338e-07,0.9999990473211245,5.41644909442374e-07
2020-02-26,TREND,1.5004159196738654e-06,0.9999971856708311,1.313913853293492e-06
2020-02-27,TREND,1.0334388813941693e-07,0.9998681423704818,0.00013175428494609993
2020-02-28,TREND,2.9000475229977357e-08,0.9996471424086547,0.00035282859021544625
2020-03-02,TREND,1.1054430636235998e-08,0.9998374871619095,0.00016250178332200406
2020-03-03,TREND,1.8584913456122307e-09,0.9999364197705765,6.357837023808966e-05
2020-03-04,TREND,2.884510594829314e-09,0.9999977609647941,2.2361508721858665e-06
2020-03-05,TREND,8.402908710050736e-10,0.9999990263354641,9.728251086393424e-07
2020-03-06,TREND,3.466047656115448e-13,0.9999203458067047,7.965419364798779e-05
2020-03-09,TREND,3.7308673749794275e-17,0.9991698282041391,0.0008301717963914708
2020-03-10,TREND,1.0178391655549038e-15,0.9999998200819553,1.799181560398156e-07
2020-03-11,TREND,2.875220218481712e-15,0.9996456452296726,0.0003543547711905048
2020-03-12,HIGH_VOL,6.230627682909004e-26,0.00017336183514407366,0.9998266381648593
2020-03-13,HIGH_VOL,4.042102483564955e-15,0.011612529940396882,0.9883874700602954
2020-03-16,HIGH_VOL,1.0423326381812836e-13,0.011872544046359904,0.9881274559543248
2020-03-17,HIGH_VOL,2.271895099922929e-22,4.372454398982163e-08,0.9999999562751337
2020-03-18,HIGH_VOL,3.307102272977698e-23,5.023539211050291e-10,0.9999999994979589
2020-03-19,HIGH_VOL,3.6216057325776967e-26,1.6124655455002985e-11,0.9999999999836291
2020-03-20,HIGH_VOL,1.096117137823425e-41,4.455768103819584e-19,1.0
2020-03-23,HIGH_VOL,7.18571109400449e-26,7.896849142308032e-08,0.9999999210322161
2020-03-24,HIGH_VOL,9.65274599816191e-24,5.056025181523443e-07,0.9999994943974712
2020-03-25,HIGH_VOL,6.551809844465675e-23,3.2025692775972458e-06,0.9999967974305387
2020-03-26,HIGH_VOL,1.0702810411548504e-23,1.3305553533451323e-08,0.9999999866940926
2020-03-27,HIGH_VOL,6.599194250519665e-25,1.786343526003354e-10,0.999999999821739
2020-03-30,HIGH_VOL,3.5020009684013376e-23,4.162193337222627e-09,0.9999999958381522
2020-03-31,HIGH_VOL,1.3950845001704627e-22,9.86098690216561e-10,0.9999999990141077
2020-04-01,HIGH_VOL,9.10042891473971e-24,4.908679913713378e-10,0.9999999995088729
2020-04-02,HIGH_VOL,1.4052344305107778e-21,4.134376346736278e-10,0.9999999995870894
2020-04-03,HIGH_VOL,3.275972019120825e-21,2.7044101094535127e-10,0.9999999997289706
2020-04-06,HIGH_VOL,3.1288945159218273e-18,1.0227674829006279e-08,0.9999999897718226
2020-04-07,HIGH_VOL,1.7975890816970903e-19,3.078475221328759e-10,0.9999999996925908
2020-04-08,HIGH_VOL,4.427104352312795e-18,5.900894736664384e-10,0.9999999994106474
2020-04-09,HIGH_VOL,5.282315639419353e-18,5.191387915991051e-10,0.999999999481588
2020-04-10,HIGH_VOL,4.1868561553517986e-19,1.5972983896643448e-10,0.9999999998399289
2020-04-13,HIGH_VOL,6.105931539419413e-19,1.5354266008627693e-10,0.9999999998472049
2020-04-14,HIGH_VOL,1.3307175767958519e-18,1.2259633799215123e-10,0.9999999998781277
2020-04-15,HIGH_VOL,1.2816789833645311e-15,6.216491306126311e-11,0.9999999999381544
2020-04-16,HIGH_VOL,2.0659323096426314e-15,2.0798548378274065e-10,0.9999999997926352
2020-04-17,HIGH_VOL,8.1223336382494e-07,5.739121651837144e-07,0.9999986138546376
2020-04-20,HIGH_VOL,1.3274144019381894e-07,6.910721281270587e-07,0.9999991761873144
2020-04-21,HIGH_VOL,2.5630282612219013e-07,8.513494427287823e-07,0.999998892347025
2020-04-22,HIGH_VOL,9.357813825106152e-07,1.1475026609812103e-06,0.9999979167154252
2020-04-23,HIGH_VOL,0.0006280192818648769,4.0917709548234226e-06,0.9993678889472485
2020-04-24,HIGH_VOL,0.07697292988727344,7.023996961726007e-05,0.9229568301434247
2020-04-27,HIGH_VOL,0.29085666424511053,0.00017443518478192838,0.7089689005709527
2020-04-28,HIGH_VOL,0.39603247735380964,9.3291868969908e-05,0.6038742307776575
2020-04-29,HIGH_VOL,0.44451946602249925,0.00010357084837214512,0.555376963128585
2020-04-30,HIGH_VOL,0.4464252811298117,1.8054644217857113e-05,0.5535566642262488
2020-05-01,RANGING,0.9124419909858181,7.619789478560913e-05,0.08748181112029041
2020-05-04,RANGING,0.995599697538632,1.4686202293016625e-05,0.004385616259331149
2020-05-05,RANGING,0.998829322725928,2.5711501561928644e-06,0.0011681061246036114
2020-05-06,RANGING,0.9998740425260305,1.967013847035791e-06,0.00012399045966824442
2020-05-07,RANGING,0.9999724062077815,1.910173141220552e-06,2.5683619173681373e-05
2020-05-08,RANGING,0.9999809423876921,1.4120741384662097e-06,1.7645538330754212e-05
2020-05-11,RANGING,0.9999629663070715,2.3644980359574138e-06,3.466919436640396e-05
2020-05-12,RANGING,0.999896151214935,1.3228468757882389e-06,0.00010252593748915286
2020-05-13,RANGING,0.9999782415673274,1.0602801241394904e-06,2.0698152908946766e-05
2020-05-14,RANGING,0.9999849866598346,1.5189476748583573e-06,1.3494392479923112e-05
2020-05-15,RANGING,0.9999568366968228,1.5981142380653513e-06,4.1565188995124834e-05
2020-05-18,RANGING,0.9988801735027245,3.0757030033887056e-06,0.0011167507948652024
2020-05-19,RANGING,0.9991055567923846,2.6606198495529163e-06,0.0008917825881194429
2020-05-20,RANGING,0.9999283366027923,1.3211650807079644e-06,7.034223167748788e-05
2020-05-21,RANGING,0.9999663174146199,1.2661507393442104e-06,3.241643430352743e-05
2020-05-22,RANGING,0.9999781035454243,1.1625931365366775e-06,2.0733860933091727e-05
2020-05-25,RANGING,0.9999673454151248,1.614603255407672e-06,3.103998217149068e-05
2020-05-26,RANGING,0.9997800769792439,2.0274471425035013e-06,0.00021789557315487587
2020-05-27,RANGING,0.999480804551825,2.8337070095573375e-06,0.00051636174192808
2020-05-28,RANGING,0.999897282336702,2.3723625966649736e-06,0.00010034530010668674
2020-05-29,RANGING,0.999790489235939,6.7707228461064054e-06,0.00020274004117789898
